2theta,Intensity
56.1,275
56.11,262
56.12,249
56.13,251
56.14,246
56.15,263
56.16,240
56.17,258
56.18,250
56.19,230
56.2,249
56.21,268
56.22,255
56.23,242
56.24,231
56.25,248
56.26,240
56.27,246
56.28,255
56.29,237
56.3,232
56.31,236
56.32,201
56.33,241
56.34,236
56.35,225
56.36,243
56.37,241
56.38,203
56.39,217
56.4,241
56.41,225
56.42,220
56.43,244
56.44,221
56.45,233
56.46,227
56.47,225
56.48,260
56.49,226
56.5,229
56.51,198
56.52,221
56.53,255
56.54,255
56.55,255
56.56,267
56.57,218
56.58,244
56.59,251
56.6,236
56.61,267
56.62,242
56.63,212
56.64,230
56.65,273
56.66,279
56.67,231
56.68,253
56.69,260
56.7,279
56.71,258
56.72,266
56.73,258
56.74,274
56.75,276
56.76,278
56.77,255
56.78,262
56.79,288
56.8,288
56.81,294
56.82,280
56.83,310
56.84,290
56.85,301
56.86,311
56.87,307
56.88,318
56.89,312
56.9,325
56.91,322
56.92,296
56.93,332
56.94,333
56.95,317
56.96,302
56.97,324
56.98,336
56.99,307
57,286
57.01,337
57.02,297
57.03,308
57.04,333
57.05,359
57.06,331
57.07,352
57.08,384
57.09,389
57.1,353
57.11,380
57.12,414
57.13,395
57.14,432
57.15,451
57.16,448
57.17,451
57.18,522
57.19,510
57.2,538
57.21,573
57.22,543
57.23,563
57.24,586
57.25,582
57.26,560
57.27,544
57.28,518
57.29,546
57.3,497
57.31,511
57.32,509
57.33,524
57.34,508
57.35,531
57.36,534
57.37,511
57.38,502
57.39,494
57.4,501
57.41,482
57.42,507
57.43,489
57.44,495
57.45,457
57.46,507
57.47,507
57.48,493
57.49,518
57.5,540
57.51,518
57.52,542
57.53,535
57.54,571
57.55,592
57.56,568
57.57,632
57.58,634
57.59,705
57.6,669
57.61,692
57.62,657
57.63,679
57.64,734
57.65,740
57.66,748
57.67,759
57.68,734
57.69,714
57.7,670
57.71,655
57.72,635
57.73,608
57.74,621
57.75,583
57.76,622
57.77,542
57.78,557
57.79,533
57.8,560
57.81,545
57.82,575
57.83,571
57.84,527
57.85,553
57.86,538
57.87,517
57.88,515
57.89,477
57.9,486
57.91,510
57.92,532
57.93,506
57.94,525
57.95,544
57.96,555
57.97,549
57.98,567
57.99,547
58,549
58.01,517
58.02,556
58.03,499
58.04,467
58.05,491
58.06,436
58.07,420
58.08,409
58.09,488
58.1,430
58.11,459
58.12,439
58.13,444
58.14,483
58.15,440
58.16,427
58.17,439
58.18,447
58.19,428
58.2,395
58.21,406
58.22,368
58.23,385
58.24,377
58.25,379
58.26,390
58.27,434
58.28,383
58.29,414
58.3,379
58.31,403
58.32,461
58.33,489
58.34,540
58.35,512
58.36,527
58.37,492
58.38,563
58.39,564
58.4,549
58.41,521
58.42,487
58.43,481
58.44,491
58.45,457
58.46,429
58.47,432
58.48,444
58.49,435
58.5,493
58.51,504
58.52,472
58.53,516
58.54,482
58.55,463
58.56,436
58.57,461
58.58,429
58.59,470
58.6,403
58.61,417
58.62,409
58.63,432
58.64,417
58.65,418
58.66,390
58.67,453
58.68,452
58.69,435
58.7,498
58.71,526
58.72,558
58.73,574
58.74,640
58.75,707
58.76,755
58.77,789
58.78,798
58.79,793
58.8,839
58.81,776
58.82,676
58.83,655
58.84,626
58.85,572
58.86,613
58.87,553
58.88,596
58.89,602
58.9,611
58.91,587
58.92,696
58.93,696
58.94,698
58.95,768
58.96,758
58.97,799
58.98,787
58.99,729
59,708
59.01,818
59.02,880
59.03,950
59.04,1042
59.05,1210
59.06,1253
59.07,1411
59.08,1554
59.09,1719
59.1,1921
59.11,2035
59.12,2251
59.13,2354
59.14,2428
59.15,2277
59.16,2030
59.17,1764
59.18,1419
59.19,1253
59.2,1130
59.21,1158
59.22,1135
59.23,1029
59.24,1016
59.25,1124
59.26,1212
59.27,1218
59.28,1283
59.29,1331
59.3,1311
59.31,1279
59.32,1175
59.33,1020
59.34,818
59.35,762
59.36,709
59.37,596
59.38,531
59.39,496
59.4,464
59.41,435
59.42,417
59.43,418
59.44,382
59.45,390
59.46,362
59.47,342
59.48,323
59.49,345
59.5,343
59.51,336
59.52,320
59.53,291
59.54,288
59.55,303
59.56,289
59.57,309
59.58,308
59.59,280
59.6,280
59.61,279
59.62,280
59.63,271
59.64,311
59.65,279
59.66,261
59.67,263
59.68,290
59.69,306
59.7,276
59.71,267
59.72,268
59.73,274
59.74,256
59.75,268
59.76,251
59.77,286
59.78,277
59.79,265
59.8,279
59.81,289
59.82,285
59.83,265
59.84,218
59.85,249
59.86,261
59.87,252
59.88,282
59.89,257
59.9,266
59.91,268
59.92,257
59.93,265
59.94,248
59.95,261
59.96,261
59.97,250
59.98,231
59.99,236
60,244
60.01,260
60.02,247
60.03,245
60.04,237
60.05,233
60.06,232
60.07,237
60.08,260
60.09,233
60.1,279
60.11,247
60.12,239
60.13,229
60.14,235
60.15,251
60.16,247
60.17,244
60.18,243
60.19,246
60.2,264
60.21,209
60.22,208
60.23,244
60.24,228
60.25,223
60.26,232
60.27,243
60.28,248
60.29,229
60.3,220
60.31,226
60.32,211
60.33,213
60.34,214
60.35,254
60.36,230
60.37,222
60.38,220
60.39,213
60.4,206
60.41,226
60.42,226
60.43,235
60.44,237
60.45,224
60.46,228
60.47,226
60.48,233
60.49,218
60.5,209
60.51,235
60.52,263
60.53,237
60.54,219
60.55,201
60.56,202
60.57,226
60.58,245
60.59,227
60.6,216
60.61,218
60.62,208
60.63,210
60.64,226
60.65,208
60.66,214
60.67,204
60.68,246
60.69,225
60.7,247
60.71,226
60.72,245
60.73,235
60.74,245
60.75,236
60.76,237
60.77,241
60.78,251
60.79,245
60.8,275
60.81,274
60.82,262
60.83,271
60.84,271
60.85,266
60.86,245
60.87,291
60.88,282
60.89,322
60.9,321
60.91,352
60.92,378
60.93,364
60.94,392
60.95,411
60.96,393
60.97,385
60.98,375
60.99,366
61,335
61.01,304
61.02,329
61.03,307
61.04,318
61.05,322
61.06,297
61.07,317
61.08,301
61.09,276
61.1,316
61.11,329
61.12,346
61.13,306
61.14,329
61.15,289
61.16,293
61.17,285
61.18,275
61.19,310
61.2,266
61.21,265
61.22,268
61.23,259
61.24,273
61.25,269
61.26,267
61.27,234
61.28,241
61.29,263
61.3,249
61.31,247
61.32,247
61.33,286
61.34,258
61.35,242
61.36,247
61.37,232
61.38,237
61.39,219
61.4,225
61.41,245
61.42,227
61.43,224
61.44,254
61.45,255
61.46,247
61.47,247
61.48,255
61.49,236
61.5,233
61.51,236
61.52,255
61.53,267
61.54,243
61.55,241
61.56,205
61.57,267
61.58,249
61.59,241
61.6,272
61.61,208
61.62,235
61.63,250
61.64,266
61.65,269
61.66,274
61.67,276
61.68,235
61.69,253
61.7,254
61.71,273
61.72,286
61.73,283
61.74,249
61.75,283
61.76,285
61.77,274
61.78,258
61.79,286
61.8,298
61.81,277
61.82,276
61.83,253
61.84,255
61.85,332
61.86,313
61.87,324
61.88,292
61.89,286
61.9,284
61.91,291
61.92,271
61.93,286
61.94,326
61.95,267
61.96,312
61.97,318
61.98,322
61.99,305
62,344
62.01,304
62.02,323
62.03,317
62.04,333
62.05,308
62.06,328
62.07,326
62.08,323
62.09,321
62.1,316
62.11,342
62.12,325
62.13,309
62.14,286
62.15,282
62.16,323
62.17,308
62.18,317
62.19,295
62.2,291
62.21,295
62.22,305
62.23,284
62.24,291
62.25,276
62.26,274
62.27,268
62.28,272
62.29,249
62.3,302
62.31,272
62.32,279
62.33,281
62.34,264
62.35,249
62.36,256
62.37,260
62.38,266
62.39,293
62.4,262
62.41,280
62.42,251
62.43,267
62.44,274
62.45,260
62.46,252
62.47,267
62.48,280
62.49,265
62.5,258
62.51,256
62.52,269
62.53,269
62.54,279
62.55,253
62.56,273
62.57,267
62.58,255
62.59,272
62.6,262
62.61,245
62.62,275
62.63,262
62.64,275
62.65,265
62.66,286
62.67,266
62.68,254
62.69,278
62.7,269
62.71,278
62.72,290
62.73,264
62.74,299
62.75,299
62.76,292
62.77,285
62.78,253
62.79,285
62.8,283
62.81,279
62.82,286
62.83,263
62.84,285
62.85,307
62.86,261
62.87,257
62.88,292
62.89,285
62.9,256
62.91,271
62.92,284
62.93,290
62.94,275
62.95,239
62.96,247
62.97,243
62.98,251
62.99,276
63,264
63.01,252
63.02,289
63.03,277
63.04,255
63.05,298
63.06,275
63.07,289
63.08,257
63.09,278
63.1,288
63.11,276
63.12,274
63.13,268
63.14,295
63.15,299
63.16,282
63.17,286
63.18,288
63.19,274
63.2,295
63.21,317
63.22,313
63.23,271
63.24,302
63.25,269
63.26,291
63.27,272
63.28,273
63.29,278
63.3,281
63.31,261
63.32,285
63.33,295
63.34,270
63.35,259
63.36,284
63.37,251
63.38,285
63.39,297
63.4,277
63.41,296
63.42,258
63.43,264
63.44,277
63.45,293
63.46,275
63.47,246
63.48,266
63.49,284
63.5,271
63.51,248
63.52,278
63.53,252
63.54,270
63.55,275
63.56,264
63.57,253
63.58,257
63.59,241
63.6,248
63.61,235
63.62,232
63.63,230
63.64,246
63.65,238
63.66,262
63.67,225
63.68,247
63.69,240
63.7,240
63.71,232
63.72,252
63.73,238
63.74,261
63.75,220
63.76,233
63.77,233
63.78,233
63.79,226
63.8,215
63.81,216
63.82,243
63.83,223
63.84,256
63.85,249
63.86,224
63.87,249
63.88,252
63.89,268
63.9,241
63.91,252
63.92,275
63.93,259
63.94,274
63.95,255
63.96,275
63.97,230
63.98,272
63.99,271
64,253
64.01,277
64.02,254
64.03,296
64.04,277
64.05,271
64.06,262
64.07,269
64.08,268
64.09,220
64.1,273
64.11,269
64.12,240
64.13,277
64.14,229
64.15,255
64.16,263
64.17,267
64.18,260
64.19,245
64.2,214
64.21,261
64.22,275
64.23,266
64.24,242
64.25,258
64.26,257
64.27,271
64.28,255
64.29,259
64.3,299
64.31,251
64.32,251
64.33,288
64.34,317
64.35,260
64.36,279
64.37,267
64.38,240
64.39,286
64.4,281
64.41,244
64.42,270
64.43,278
64.44,284
64.45,268
64.46,275
64.47,259
64.48,275
64.49,271
64.5,267
64.51,272
64.52,264
64.53,276
64.54,273
64.55,302
64.56,267
64.57,281
64.58,287
64.59,316
64.6,325
64.61,303
64.62,325
64.63,324
64.64,330
64.65,334
64.66,327
64.67,328
64.68,346
64.69,348
64.7,371
64.71,355
64.72,397
64.73,382
64.74,366
64.75,411
64.76,352
64.77,426
64.78,433
64.79,446
64.8,423
64.81,404
64.82,432
64.83,441
64.84,439
64.85,387
64.86,412
64.87,406
64.88,379
64.89,444
64.9,438
64.91,430
64.92,418
64.93,483
64.94,470
64.95,480
64.96,548
64.97,599
64.98,641
64.99,608
65,658
65.01,738
65.02,822
65.03,906
65.04,991
65.05,1148
65.06,1205
65.07,1339
65.08,1402
65.09,1461
65.1,1526
65.11,1534
65.12,1391
65.13,1195
65.14,1134
65.15,977
65.16,979
65.17,844
65.18,811
65.19,778
65.2,765
65.21,777
65.22,745
65.23,807
65.24,800
65.25,913
65.26,887
65.27,975
65.28,912
65.29,932
65.3,878
65.31,788
65.32,706
65.33,598
65.34,569
65.35,509
65.36,482
65.37,448
65.38,375
65.39,367
65.4,395
65.41,319
65.42,310
65.43,313
65.44,337
65.45,312
65.46,295
65.47,275
65.48,285
65.49,272
65.5,262
65.51,285
65.52,265
65.53,275
65.54,246
65.55,237
65.56,263
65.57,257
65.58,244
65.59,239
65.6,251
65.61,245
65.62,247
65.63,250
65.64,247
65.65,246
65.66,237
65.67,244
65.68,238
65.69,223
65.7,255
65.71,253
65.72,213
65.73,219
65.74,212
65.75,222
65.76,232
65.77,214
65.78,248
65.79,220
65.8,245
65.81,212
65.82,214
65.83,232
65.84,231
65.85,234
65.86,233
65.87,221
65.88,233
65.89,243
65.9,227
65.91,237
65.92,233
65.93,233
65.94,189
65.95,192
65.96,206
65.97,239
65.98,201
65.99,208
66,201
66.01,214
66.02,217
66.03,206
66.04,217
66.05,239
66.06,209
66.07,220
66.08,243
66.09,220
66.1,247
66.11,243
66.12,247
66.13,279
66.14,269
66.15,255
66.16,246
66.17,261
66.18,243
66.19,233
66.2,256
66.21,229
66.22,244
66.23,227
66.24,221
66.25,222
66.26,227
66.27,207
66.28,239
66.29,229
66.3,237
66.31,220
66.32,239
66.33,236
66.34,248
66.35,231
66.36,216
66.37,209
66.38,209
66.39,232
66.4,212
66.41,226
66.42,225
66.43,223
66.44,226
66.45,222
66.46,229
66.47,217
66.48,227
66.49,258
66.5,265
66.51,219
66.52,233
66.53,210
66.54,210
66.55,217
66.56,232
66.57,210
66.58,202
66.59,220
66.6,215
66.61,204
66.62,198
66.63,215
66.64,213
66.65,209
66.66,213
66.67,217
66.68,206
66.69,206
66.7,234
66.71,210
66.72,230
66.73,238
66.74,222
66.75,239
66.76,233
66.77,235
66.78,215
66.79,230
66.8,237
66.81,255
66.82,243
66.83,222
66.84,243
66.85,256
66.86,215
66.87,228
66.88,240
66.89,239
66.9,250
66.91,206
66.92,248
66.93,218
66.94,227
66.95,217
66.96,211
66.97,219
66.98,230
66.99,246
67,226
67.01,224
67.02,211
67.03,203
67.04,235
67.05,214
67.06,230
67.07,260
67.08,237
67.09,249
67.1,213
67.11,212
67.12,241
67.13,222
67.14,229
67.15,209
67.16,242
67.17,231
67.18,223
67.19,217
67.2,200
67.21,241
67.22,220
67.23,215
67.24,224
67.25,248
67.26,225
67.27,236
67.28,234
67.29,234
67.3,251
67.31,249
67.32,246
67.33,233
67.34,224
67.35,225
67.36,211
67.37,210
67.38,224
67.39,234
67.4,237
67.41,214
67.42,226
67.43,235
67.44,226
67.45,236
67.46,238
67.47,237
67.48,240
67.49,250
67.5,239
67.51,229
67.52,239
67.53,243
67.54,243
67.55,215
67.56,229
67.57,242
67.58,241
67.59,237
67.6,230
67.61,225
67.62,214
67.63,216
67.64,228
67.65,223
67.66,230
67.67,221
67.68,226
67.69,233
67.7,225
67.71,236
67.72,219
67.73,235
67.74,233
67.75,212
67.76,233
67.77,236
67.78,245
67.79,225
67.8,244
67.81,225
67.82,228
67.83,220
67.84,213
67.85,201
67.86,212
67.87,221
67.88,229
67.89,209
67.9,234
67.91,216
67.92,213
67.93,211
67.94,224
67.95,216
67.96,210
67.97,206
67.98,223
67.99,234
68,205
68.01,216
68.02,226
68.03,250
68.04,196
68.05,223
68.06,203
68.07,189
68.08,221
68.09,211
68.1,216
68.11,212
68.12,214
68.13,183
68.14,203
68.15,201
68.16,204
68.17,195
68.18,195
68.19,213
68.2,197
68.21,195
68.22,178
68.23,229
68.24,198
68.25,211
68.26,225
68.27,221
68.28,219
68.29,204
68.3,230
68.31,212
68.32,232
68.33,217
68.34,201
68.35,211
68.36,222
68.37,233
68.38,208
68.39,195
68.4,197
68.41,240
68.42,237
68.43,211
68.44,221
68.45,229
68.46,230
68.47,240
68.48,227
68.49,254
68.5,255
68.51,229
68.52,247
68.53,230
68.54,269
68.55,254
68.56,273
68.57,251
68.58,263
68.59,307
68.6,265
68.61,286
68.62,306
68.63,288
68.64,295
68.65,306
68.66,286
68.67,341
68.68,330
68.69,279
68.7,315
68.71,278
68.72,312
68.73,313
68.74,266
68.75,302
68.76,289
68.77,326
68.78,303
68.79,279
68.8,291
68.81,291
68.82,278
68.83,311
68.84,264
68.85,244
68.86,256
68.87,265
68.88,256
68.89,285
68.9,267
68.91,256
68.92,260
68.93,280
68.94,282
68.95,269
68.96,258
68.97,247
68.98,259
68.99,269
69,262
69.01,255
69.02,272
69.03,266
69.04,276
69.05,261
69.06,260
69.07,254
69.08,247
69.09,255
69.1,256
69.11,239
69.12,235
69.13,231
69.14,232
69.15,239
69.16,243
69.17,248
69.18,220
69.19,244
69.2,231
69.21,266
69.22,253
69.23,243
69.24,219
69.25,256
69.26,250
69.27,230
69.28,239
69.29,241
69.3,232
69.31,241
69.32,257
69.33,255
69.34,255
69.35,248
69.36,263
69.37,284
69.38,273
69.39,263
69.4,268
69.41,295
69.42,295
69.43,350
69.44,313
69.45,335
69.46,348
69.47,373
69.48,347
69.49,337
69.5,330
69.51,283
69.52,289
69.53,293
69.54,292
69.55,283
69.56,254
69.57,262
69.58,280
69.59,284
69.6,308
69.61,277
69.62,260
69.63,326
69.64,305
69.65,321
69.66,316
69.67,303
69.68,317
69.69,301
69.7,304
69.71,303
69.72,289
69.73,282
69.74,291
69.75,313
69.76,276
69.77,243
69.78,285
69.79,280
69.8,275
69.81,273
69.82,274
69.83,288
69.84,265
69.85,292
69.86,291
69.87,288
69.88,260
69.89,266
69.9,266
69.91,297
69.92,256
69.93,268
69.94,308
69.95,263
69.96,272
69.97,271
69.98,265
69.99,258
70,267
70.01,262
70.02,282
70.03,294
70.04,306
70.05,257
70.06,284
70.07,270
70.08,263
70.09,257
70.1,272
70.11,268
70.12,290
70.13,285
70.14,276
70.15,291
70.16,307
70.17,295
70.18,293
70.19,276
70.2,292
70.21,304
70.22,308
70.23,306
70.24,294
70.25,304
70.26,349
70.27,357
70.28,360
70.29,362
70.3,379
70.31,389
70.32,383
70.33,395
70.34,393
70.35,393
70.36,414
70.37,403
70.38,439
70.39,426
70.4,423
70.41,454
70.42,415
70.43,412
70.44,404
70.45,427
70.46,372
70.47,373
70.48,376
70.49,370
70.5,374
70.51,316
70.52,341
70.53,345
70.54,338
70.55,363
70.56,349
70.57,392
70.58,367
70.59,354
70.6,368
70.61,359
70.62,371
70.63,351
70.64,331
70.65,363
70.66,331
70.67,347
70.68,355
70.69,316
70.7,313
70.71,326
70.72,301
70.73,283
70.74,281
70.75,279
70.76,261
70.77,246
70.78,267
70.79,269
70.8,255
70.81,263
70.82,245
70.83,245
70.84,249
70.85,256
70.86,241
70.87,250
70.88,219
70.89,242
70.9,255
70.91,231
70.92,240
70.93,229
70.94,258
70.95,251
70.96,215
70.97,219
70.98,203
70.99,219
71,214
71.01,220
71.02,235
71.03,217
71.04,220
71.05,207
71.06,205
71.07,225
71.08,240
71.09,212
71.1,202
71.11,217
71.12,225
71.13,238
71.14,217
71.15,210
71.16,230
71.17,217
71.18,225
71.19,237
71.2,203
71.21,204
71.22,209
71.23,200
71.24,253
71.25,221
71.26,226
71.27,239
71.28,201
71.29,214
71.3,216
71.31,217
71.32,233
71.33,221
71.34,221
71.35,235
71.36,214
71.37,237
71.38,224
71.39,224
71.4,277
71.41,216
71.42,228
71.43,242
71.44,204
71.45,241
71.46,231
71.47,236
71.48,243
71.49,257
71.5,285
71.51,238
71.52,255
71.53,268
71.54,270
71.55,262
71.56,283
71.57,292
71.58,269
71.59,238
71.6,264
71.61,257
71.62,277
71.63,253
71.64,268
71.65,255
71.66,271
71.67,276
71.68,271
71.69,294
71.7,308
71.71,328
71.72,353
71.73,374
71.74,376
71.75,391
71.76,421
71.77,424
71.78,437
71.79,454
71.8,435
71.81,390
71.82,427
71.83,387
71.84,357
71.85,335
71.86,288
71.87,320
71.88,314
71.89,304
71.9,288
71.91,312
71.92,281
71.93,273
71.94,318
71.95,305
71.96,334
71.97,313
71.98,310
71.99,341
72,350
72.01,335
72.02,298
72.03,279
72.04,277
72.05,264
72.06,277
72.07,279
72.08,285
72.09,257
72.1,247
72.11,237
72.12,239
72.13,228
72.14,225
72.15,235
72.16,234
72.17,213
72.18,204
72.19,188
72.2,198
72.21,187
72.22,194
72.23,202
72.24,201
72.25,211
72.26,204
72.27,210
72.28,210
72.29,234
72.3,211
72.31,213
72.32,194
72.33,202
72.34,194
72.35,193
72.36,199
72.37,198
72.38,210
72.39,204
72.4,212
72.41,212
72.42,225
72.43,211
72.44,205
72.45,210
72.46,215
72.47,186
72.48,224
72.49,207
72.5,218
72.51,245
72.52,216
72.53,229
72.54,217
72.55,203
72.56,205
72.57,250
72.58,221
72.59,247
72.6,223
72.61,224
72.62,234
72.63,208
72.64,212
72.65,234
72.66,247
72.67,244
72.68,234
72.69,250
72.7,265
72.71,255
72.72,262
72.73,281
72.74,298
72.75,274
72.76,286
72.77,315
72.78,301
72.79,289
72.8,301
72.81,274
72.82,277
72.83,286
72.84,269
72.85,315
72.86,269
72.87,246
72.88,285
72.89,284
72.9,263
72.91,244
72.92,239
72.93,247
72.94,283
72.95,234
72.96,258
72.97,268
72.98,255
72.99,231
73,267
73.01,249
73.02,269
73.03,245
73.04,241
73.05,268
73.06,254
73.07,221
73.08,224
73.09,221
73.1,197
73.11,235
73.12,208
73.13,216
73.14,242
73.15,236
73.16,215
73.17,219
73.18,208
73.19,207
73.2,208
73.21,220
73.22,198
73.23,194
73.24,243
73.25,194
73.26,175
73.27,206
73.28,207
73.29,207
73.3,213
73.31,197
73.32,214
73.33,225
73.34,213
73.35,214
73.36,218
73.37,214
73.38,201
73.39,213
73.4,202
73.41,205
73.42,186
73.43,200
73.44,205
73.45,218
73.46,220
73.47,184
73.48,196
73.49,196
73.5,204
73.51,202
73.52,202
73.53,205
73.54,203
73.55,194
73.56,201
73.57,209
73.58,215
73.59,226
73.6,216
73.61,226
73.62,220
73.63,208
73.64,211
73.65,213
73.66,204
73.67,218
73.68,223
73.69,195
73.7,220
73.71,201
73.72,204
73.73,183
73.74,206
73.75,200
73.76,189
73.77,193
73.78,197
73.79,202
73.8,200
73.81,215
73.82,188
73.83,164
73.84,200
73.85,179
73.86,204
73.87,190
73.88,174
73.89,211
73.9,221
73.91,225
73.92,221
73.93,209
73.94,192
73.95,223
73.96,189
73.97,190
73.98,212
73.99,206
74,228
74.01,231
74.02,235
74.03,196
74.04,212
74.05,232
74.06,225
74.07,203
74.08,202
74.09,198
74.1,200
74.11,237
74.12,198
74.13,187
74.14,207
74.15,190
74.16,246
74.17,221
74.18,214
74.19,227
74.2,212
74.21,216
74.22,200
74.23,187
74.24,212
74.25,207
74.26,206
74.27,212
74.28,197
74.29,207
74.3,211
74.31,237
74.32,212
74.33,248
74.34,196
74.35,227
74.36,213
74.37,229
74.38,191
74.39,223
74.4,215
74.41,224
74.42,242
74.43,235
74.44,241
74.45,231
74.46,249
74.47,260
74.48,235
74.49,238
74.5,218
74.51,250
74.52,242
74.53,252
74.54,247
74.55,279
74.56,246
74.57,248
74.58,306
74.59,289
74.6,280
74.61,272
74.62,274
74.63,252
74.64,275
74.65,306
74.66,260
74.67,269
74.68,237
74.69,267
74.7,237
74.71,239
74.72,265
74.73,239
74.74,242
74.75,266
74.76,249
74.77,276
74.78,242
74.79,254
74.8,271
74.81,248
74.82,283
74.83,255
74.84,282
74.85,244
74.86,259
74.87,257
74.88,263
74.89,257
74.9,235
74.91,265
74.92,251
74.93,228
74.94,260
74.95,271
74.96,239
74.97,236
74.98,218
74.99,238
75,212
75.01,212
75.02,233
75.03,242
75.04,237
75.05,244
75.06,238
75.07,235
75.08,233
75.09,218
75.1,238
75.11,245
75.12,240
75.13,235
75.14,237
75.15,288
75.16,251
75.17,265
75.18,260
75.19,260
75.2,248
75.21,261
75.22,226
75.23,279
75.24,246
75.25,254
75.26,252
75.27,224
75.28,238
75.29,230
75.3,231
75.31,231
75.32,252
75.33,246
75.34,257
75.35,262
75.36,249
75.37,246
75.38,231
75.39,266
75.4,267
75.41,263
75.42,267
75.43,271
75.44,296
75.45,280
75.46,282
75.47,247
75.48,299
75.49,283
75.5,282
75.51,269
75.52,272
75.53,270
75.54,288
75.55,258
75.56,253
75.57,264
75.58,276
75.59,284
75.6,237
75.61,257
75.62,254
75.63,274
75.64,248
75.65,235
75.66,257
75.67,265
75.68,248
75.69,279
75.7,239
75.71,270
75.72,245
75.73,241
75.74,258
75.75,249
75.76,245
75.77,252
75.78,245
75.79,255
75.8,242
75.81,228
75.82,204
75.83,235
75.84,240
75.85,234
75.86,229
75.87,213
75.88,244
75.89,227
75.9,214
75.91,231
75.92,237
75.93,241
75.94,204
75.95,235
75.96,235
75.97,242
75.98,219
75.99,232
76,218
76.01,225
76.02,192
76.03,209
76.04,218
76.05,216
76.06,195
76.07,210
76.08,222
76.09,209
76.1,231
76.11,200
76.12,206
76.13,222
76.14,216
76.15,212
76.16,231
76.17,213
76.18,208
76.19,245
76.2,233
76.21,215
76.22,240
76.23,242
76.24,229
76.25,233
76.26,245
76.27,227
76.28,246
76.29,220
76.3,269
76.31,257
76.32,241
76.33,262
76.34,233
76.35,235
76.36,233
76.37,226
76.38,243
76.39,240
76.4,239
76.41,242
76.42,225
76.43,268
76.44,242
76.45,239
76.46,222
76.47,201
76.48,216
76.49,254
76.5,238
76.51,235
76.52,236
76.53,260
76.54,245
76.55,274
76.56,287
76.57,264
76.58,283
76.59,309
76.6,268
76.61,256
76.62,277
76.63,254
76.64,273
76.65,269
76.66,286
76.67,285
76.68,271
76.69,239
76.7,251
76.71,262
76.72,281
76.73,299
76.74,281
76.75,246
76.76,247
76.77,257
76.78,269
76.79,271
76.8,265
76.81,294
76.82,277
76.83,295
76.84,254
76.85,302
76.86,265
76.87,288
76.88,277
76.89,297
76.9,319
76.91,277
76.92,241
76.93,268
76.94,253
76.95,269
76.96,276
76.97,253
76.98,280
76.99,248
77,292
77.01,273
77.02,262
77.03,297
77.04,260
77.05,256
77.06,294
77.07,271
77.08,297
77.09,289
77.1,287
77.11,296
77.12,329
77.13,312
77.14,287
77.15,301
77.16,318
77.17,284
77.18,313
77.19,310
77.2,314
77.21,314
77.22,295
77.23,288
77.24,304
77.25,317
77.26,320
77.27,294
77.28,320
77.29,307
77.3,276
77.31,298
77.32,321
77.33,323
77.34,343
77.35,332
77.36,351
77.37,366
77.38,302
77.39,333
77.4,330
77.41,352
77.42,394
77.43,383
77.44,377
77.45,371
77.46,404
77.47,397
77.48,402
77.49,429
77.5,414
77.51,414
77.52,443
77.53,476
77.54,493
77.55,469
77.56,507
77.57,467
77.58,484
77.59,467
77.6,469
77.61,497
77.62,466
77.63,471
77.64,450
77.65,450
77.66,420
77.67,461
77.68,435
77.69,396
77.7,441
77.71,430
77.72,420
77.73,437
77.74,439
77.75,407
77.76,429
77.77,416
77.78,425
77.79,397
77.8,386
77.81,416
77.82,408
77.83,413
77.84,388
77.85,419
77.86,369
77.87,407
77.88,363
77.89,378
77.9,372
77.91,391
77.92,345
77.93,372
77.94,362
77.95,354
77.96,346
77.97,340
77.98,343
77.99,337
78,336
78.01,318
78.02,294
78.03,315
78.04,288
78.05,290
78.06,313
78.07,296
78.08,299
78.09,305
78.1,294
78.11,297
78.12,284
78.13,307
78.14,283
78.15,329
78.16,299
78.17,292
78.18,308
78.19,277
78.2,260
78.21,291
78.22,263
78.23,269
78.24,298
78.25,282
78.26,292
78.27,274
78.28,264
78.29,273
78.3,256
78.31,264
78.32,273
78.33,252
78.34,280
78.35,293
78.36,278
78.37,280
78.38,257
78.39,274
78.4,247
78.41,262
78.42,252
78.43,257
78.44,289
78.45,270
78.46,246
78.47,247
78.48,268
78.49,256
78.5,260
78.51,268
78.52,283
78.53,284
78.54,282
78.55,278
78.56,317
78.57,266
78.58,254
78.59,267
78.6,290
78.61,267
78.62,288
78.63,281
78.64,292
78.65,310
78.66,288
78.67,256
78.68,271
78.69,280
78.7,296
78.71,268
78.72,305
78.73,320
78.74,308
78.75,254
78.76,291
78.77,306
78.78,328
78.79,329
78.8,351
78.81,344
78.82,335
78.83,350
78.84,332
78.85,361
78.86,382
78.87,353
78.88,361
78.89,370
78.9,400
78.91,414
78.92,417
78.93,364
78.94,374
78.95,361
78.96,325
78.97,335
78.98,343
78.99,337
79,341
79.01,355
79.02,326
79.03,316
79.04,323
79.05,336
79.06,350
79.07,308
79.08,350
79.09,295
79.1,336
79.11,335
79.12,346
79.13,346
79.14,358
79.15,339
79.16,320
79.17,318
79.18,352
79.19,308
79.2,353
79.21,328
79.22,325
79.23,317
79.24,332
79.25,306
79.26,312
79.27,304
79.28,291
79.29,316
79.3,335
79.31,318
79.32,295
79.33,313
79.34,333
79.35,289
79.36,336
79.37,354
79.38,312
79.39,266
79.4,312
79.41,320
