2theta,Intensity
11.97,358
11.98,409
11.99,406
12,399
12.01,394
12.02,423
12.03,391
12.04,426
12.05,425
12.06,439
12.07,441
12.08,476
12.09,462
12.1,480
12.11,508
12.12,559
12.13,557
12.14,584
12.15,594
12.16,661
12.17,669
12.18,724
12.19,778
12.2,850
12.21,945
12.22,966
12.23,1111
12.24,1103
12.25,1262
12.26,1263
12.27,1204
12.28,1034
12.29,853
12.3,732
12.31,616
12.32,526
12.33,467
12.34,419
12.35,380
12.36,384
12.37,365
12.38,387
12.39,336
12.4,373
12.41,306
12.42,364
12.43,325
12.44,332
12.45,334
12.46,324
12.47,318
12.48,326
12.49,329
12.5,307
12.51,319
12.52,321
12.53,306
12.54,309
12.55,307
12.56,306
12.57,310
12.58,319
12.59,305
12.6,311
12.61,312
12.62,336
12.63,339
12.64,347
12.65,318
12.66,290
12.67,306
12.68,312
12.69,291
12.7,316
12.71,290
12.72,305
12.73,300
12.74,300
12.75,301
12.76,298
12.77,331
12.78,296
12.79,304
12.8,279
12.81,340
12.82,302
12.83,297
12.84,311
12.85,292
12.86,317
12.87,297
12.88,302
12.89,307
12.9,302
12.91,313
12.92,324
12.93,312
12.94,308
12.95,336
12.96,318
12.97,311
12.98,301
12.99,339
13,315
13.01,327
13.02,299
13.03,324
13.04,301
13.05,320
13.06,331
13.07,342
13.08,301
13.09,313
13.1,316
13.11,294
13.12,319
13.13,297
13.14,306
13.15,331
13.16,311
13.17,302
13.18,298
13.19,331
13.2,326
13.21,329
13.22,309
13.23,302
13.24,290
13.25,341
13.26,309
13.27,331
13.28,315
13.29,309
13.3,311
13.31,301
13.32,320
13.33,310
13.34,300
13.35,301
13.36,271
13.37,300
13.38,320
13.39,296
13.4,292
13.41,307
13.42,292
13.43,316
13.44,293
13.45,297
13.46,314
13.47,281
13.48,312
13.49,311
13.5,317
13.51,286
13.52,309
13.53,293
13.54,306
13.55,316
13.56,278
13.57,302
13.58,282
13.59,276
13.6,293
13.61,286
13.62,288
13.63,310
13.64,295
13.65,318
13.66,313
13.67,311
13.68,271
13.69,312
13.7,303
13.71,311
13.72,305
13.73,339
13.74,320
13.75,302
13.76,328
13.77,309
13.78,334
13.79,316
13.8,325
13.81,317
13.82,337
13.83,356
13.84,339
13.85,347
13.86,342
13.87,334
13.88,356
13.89,344
13.9,293
13.91,316
13.92,300
13.93,306
13.94,318
13.95,301
13.96,311
13.97,324
13.98,285
13.99,289
14,311
14.01,312
14.02,320
14.03,304
14.04,286
14.05,294
14.06,292
14.07,290
14.08,294
14.09,288
14.1,323
14.11,296
14.12,297
14.13,290
14.14,291
14.15,328
14.16,306
14.17,270
14.18,294
14.19,263
14.2,285
14.21,291
14.22,299
14.23,312
14.24,293
14.25,315
14.26,309
14.27,320
14.28,338
14.29,314
14.3,314
14.31,302
14.32,327
14.33,308
14.34,303
14.35,329
14.36,343
14.37,371
14.38,320
14.39,353
14.4,376
14.41,339
14.42,343
14.43,363
14.44,326
14.45,340
14.46,308
14.47,306
14.48,304
14.49,324
14.5,301
14.51,297
14.52,324
14.53,307
14.54,293
14.55,275
14.56,319
14.57,291
14.58,302
14.59,291
14.6,295
14.61,299
14.62,305
14.63,293
14.64,309
14.65,308
14.66,303
14.67,316
14.68,321
14.69,328
14.7,327
14.71,347
14.72,330
14.73,320
14.74,346
14.75,306
14.76,322
14.77,363
14.78,346
14.79,350
14.8,325
14.81,314
14.82,346
14.83,371
14.84,358
14.85,415
14.86,383
14.87,371
14.88,372
14.89,368
14.9,416
14.91,433
14.92,405
14.93,437
14.94,412
14.95,423
14.96,446
14.97,473
14.98,464
14.99,480
15,501
15.01,537
15.02,542
15.03,553
15.04,552
15.05,613
15.06,642
15.07,665
15.08,676
15.09,738
15.1,771
15.11,769
15.12,846
15.13,897
15.14,948
15.15,982
15.16,1034
15.17,1155
15.18,1235
15.19,1272
15.2,1410
15.21,1540
15.22,1673
15.23,1830
15.24,2009
15.25,2210
15.26,2402
15.27,2749
15.28,2971
15.29,3352
15.3,3823
15.31,4353
15.32,4828
15.33,5298
15.34,5705
15.35,5915
15.36,5578
15.37,4881
15.38,3989
15.39,3268
15.4,2626
15.41,2047
15.42,1412
15.43,1020
15.44,842
15.45,696
15.46,596
15.47,565
15.48,560
15.49,492
15.5,473
15.51,447
15.52,418
15.53,419
15.54,414
15.55,405
15.56,387
15.57,396
15.58,345
15.59,355
15.6,371
15.61,313
15.62,350
15.63,336
15.64,320
15.65,353
15.66,340
15.67,345
15.68,331
15.69,338
15.7,321
15.71,325
15.72,297
15.73,327
15.74,293
15.75,319
15.76,324
15.77,321
15.78,314
15.79,308
15.8,302
15.81,320
15.82,327
15.83,304
15.84,274
15.85,291
15.86,324
15.87,306
15.88,279
15.89,308
15.9,350
15.91,320
15.92,315
15.93,307
15.94,332
15.95,308
15.96,278
15.97,303
15.98,312
15.99,324
16,290
16.01,305
16.02,302
16.03,301
16.04,289
16.05,293
16.06,287
16.07,286
16.08,287
16.09,316
16.1,284
16.11,269
16.12,302
16.13,281
16.14,297
16.15,303
16.16,268
16.17,305
16.18,321
16.19,291
16.2,325
16.21,314
16.22,301
16.23,310
16.24,287
16.25,311
16.26,262
16.27,291
16.28,291
16.29,315
16.3,297
16.31,293
16.32,305
16.33,309
16.34,326
16.35,293
16.36,319
16.37,290
16.38,295
16.39,306
16.4,295
16.41,333
16.42,328
16.43,326
16.44,302
16.45,324
16.46,305
16.47,355
16.48,333
16.49,348
16.5,339
16.51,312
16.52,348
16.53,324
16.54,309
16.55,299
16.56,317
16.57,312
16.58,311
16.59,312
16.6,338
16.61,300
16.62,325
16.63,295
16.64,317
16.65,290
16.66,337
16.67,281
16.68,315
16.69,297
16.7,336
16.71,301
16.72,311
16.73,297
16.74,322
16.75,270
16.76,311
16.77,296
16.78,295
16.79,338
16.8,306
16.81,316
16.82,344
16.83,329
16.84,286
16.85,281
16.86,292
16.87,273
16.88,304
16.89,315
16.9,315
16.91,309
16.92,307
16.93,305
16.94,287
16.95,312
16.96,305
16.97,313
16.98,339
16.99,318
17,296
17.01,299
17.02,334
17.03,297
17.04,331
17.05,333
17.06,312
17.07,325
17.08,360
17.09,352
17.1,338
17.11,321
17.12,329
17.13,308
17.14,338
17.15,310
17.16,298
17.17,302
17.18,293
17.19,278
17.2,305
17.21,303
17.22,282
17.23,291
17.24,303
17.25,291
17.26,307
17.27,288
17.28,276
17.29,298
17.3,325
17.31,300
17.32,293
17.33,318
17.34,333
17.35,331
17.36,312
17.37,316
17.38,331
17.39,287
17.4,337
17.41,333
17.42,323
17.43,293
17.44,312
17.45,323
17.46,315
17.47,324
17.48,318
17.49,306
17.5,312
17.51,303
17.52,314
17.53,298
17.54,294
17.55,303
17.56,326
17.57,310
17.58,345
17.59,312
17.6,333
17.61,323
17.62,337
17.63,336
17.64,295
17.65,318
17.66,301
17.67,340
17.68,345
17.69,355
17.7,325
17.71,311
17.72,317
17.73,344
17.74,314
17.75,357
17.76,323
17.77,322
17.78,329
17.79,339
17.8,347
17.81,314
17.82,326
17.83,332
17.84,342
17.85,336
17.86,346
17.87,338
17.88,365
17.89,364
17.9,380
17.91,354
17.92,369
17.93,364
17.94,412
17.95,338
17.96,377
17.97,365
17.98,365
17.99,362
18,343
18.01,336
18.02,347
18.03,359
18.04,327
18.05,330
18.06,347
18.07,318
18.08,346
18.09,304
18.1,329
18.11,349
18.12,347
18.13,362
18.14,317
18.15,333
18.16,333
18.17,351
18.18,307
18.19,350
18.2,339
18.21,314
18.22,328
18.23,345
18.24,366
18.25,374
18.26,349
18.27,329
18.28,361
18.29,356
18.3,362
18.31,337
18.32,346
18.33,354
18.34,357
18.35,347
18.36,388
18.37,397
18.38,388
18.39,405
18.4,361
18.41,387
18.42,398
18.43,416
18.44,398
18.45,459
18.46,458
18.47,426
18.48,414
18.49,414
18.5,432
18.51,433
18.52,407
18.53,428
18.54,432
18.55,384
18.56,413
18.57,414
18.58,412
18.59,431
18.6,418
18.61,436
18.62,485
18.63,473
18.64,469
18.65,478
18.66,469
18.67,525
18.68,508
18.69,518
18.7,609
18.71,632
18.72,629
18.73,671
18.74,753
18.75,773
18.76,844
18.77,924
18.78,979
18.79,1030
18.8,1160
18.81,1291
18.82,1284
18.83,1521
18.84,1754
18.85,1901
18.86,2147
18.87,2409
18.88,2780
18.89,2997
18.9,3452
18.91,3865
18.92,3937
18.93,3985
18.94,3582
18.95,2944
18.96,2528
18.97,2189
18.98,1919
18.99,1490
19,1072
19.01,814
19.02,637
19.03,550
19.04,504
19.05,450
19.06,449
19.07,417
19.08,411
19.09,413
19.1,393
19.11,401
19.12,396
19.13,382
19.14,377
19.15,403
19.16,372
19.17,364
19.18,386
19.19,390
19.2,365
19.21,407
19.22,348
19.23,450
19.24,399
19.25,448
19.26,430
19.27,430
19.28,467
19.29,439
19.3,479
19.31,482
19.32,542
19.33,553
19.34,538
19.35,563
19.36,619
19.37,668
19.38,672
19.39,751
19.4,808
19.41,840
19.42,1004
19.43,1021
19.44,1099
19.45,1182
19.46,1208
19.47,1274
19.48,1168
19.49,1103
19.5,979
19.51,877
19.52,810
19.53,769
19.54,624
19.55,596
19.56,518
19.57,463
19.58,430
19.59,367
19.6,412
19.61,344
19.62,383
19.63,356
19.64,330
19.65,353
19.66,374
19.67,371
19.68,328
19.69,372
19.7,354
19.71,355
19.72,352
19.73,350
19.74,367
19.75,322
19.76,325
19.77,349
19.78,316
19.79,328
19.8,302
19.81,334
19.82,324
19.83,332
19.84,310
19.85,312
19.86,365
19.87,356
19.88,352
19.89,371
19.9,377
19.91,325
19.92,336
19.93,336
19.94,375
19.95,348
19.96,339
19.97,338
19.98,362
19.99,362
20,352
20.01,363
20.02,357
20.03,366
20.04,390
20.05,380
20.06,357
20.07,353
20.08,374
20.09,370
20.1,377
20.11,381
20.12,372
20.13,331
20.14,349
20.15,359
20.16,346
20.17,315
20.18,376
20.19,342
20.2,354
20.21,349
20.22,345
20.23,335
20.24,333
20.25,313
20.26,363
20.27,381
20.28,362
20.29,384
20.3,360
20.31,367
20.32,388
20.33,414
20.34,399
20.35,414
20.36,411
20.37,416
20.38,440
20.39,445
20.4,469
20.41,520
20.42,520
20.43,552
20.44,559
20.45,618
20.46,662
20.47,664
20.48,713
20.49,772
20.5,811
20.51,907
20.52,1001
20.53,1085
20.54,1150
20.55,1295
20.56,1430
20.57,1621
20.58,1809
20.59,1975
20.6,2252
20.61,2534
20.62,2791
20.63,3044
20.64,3178
20.65,3093
20.66,2892
20.67,2534
20.68,2256
20.69,1924
20.7,1649
20.71,1430
20.72,1140
20.73,876
20.74,697
20.75,601
20.76,511
20.77,459
20.78,415
20.79,416
20.8,422
20.81,401
20.82,332
20.83,355
20.84,337
20.85,345
20.86,328
20.87,337
20.88,324
20.89,305
20.9,328
20.91,299
20.92,308
20.93,269
20.94,303
20.95,285
20.96,289
20.97,297
20.98,276
20.99,281
21,324
21.01,286
21.02,292
21.03,292
21.04,301
21.05,283
21.06,272
21.07,278
21.08,274
21.09,296
21.1,286
21.11,259
21.12,248
21.13,280
21.14,261
21.15,255
21.16,276
21.17,272
21.18,255
21.19,271
21.2,287
21.21,278
21.22,258
21.23,261
21.24,264
21.25,272
21.26,244
21.27,246
21.28,263
21.29,268
21.3,237
21.31,271
21.32,285
21.33,280
21.34,283
21.35,255
21.36,237
21.37,272
21.38,244
21.39,262
21.4,277
21.41,273
21.42,283
21.43,244
21.44,275
21.45,268
21.46,251
21.47,281
21.48,270
21.49,281
21.5,261
21.51,248
21.52,254
21.53,258
21.54,279
21.55,271
21.56,251
21.57,271
21.58,262
21.59,275
21.6,253
21.61,236
21.62,255
21.63,235
21.64,253
21.65,254
21.66,218
21.67,266
21.68,269
21.69,232
21.7,266
21.71,243
21.72,235
21.73,255
21.74,234
21.75,263
21.76,267
21.77,259
21.78,267
21.79,255
21.8,261
21.81,267
21.82,251
21.83,256
21.84,254
21.85,252
21.86,293
21.87,254
21.88,249
21.89,240
21.9,262
21.91,263
21.92,280
21.93,286
21.94,284
21.95,270
21.96,261
21.97,281
21.98,271
21.99,299
22,299
22.01,285
22.02,289
22.03,321
22.04,310
22.05,340
22.06,302
22.07,334
22.08,334
22.09,327
22.1,372
22.11,369
22.12,381
22.13,416
22.14,416
22.15,481
22.16,494
22.17,513
22.18,605
22.19,606
22.2,667
22.21,660
22.22,751
22.23,734
22.24,714
22.25,656
22.26,621
22.27,578
22.28,563
22.29,480
22.3,446
22.31,363
22.32,352
22.33,323
22.34,290
22.35,281
22.36,303
22.37,281
22.38,270
22.39,244
22.4,231
22.41,260
22.42,246
22.43,257
22.44,252
22.45,270
22.46,257
22.47,256
22.48,227
22.49,237
22.5,250
22.51,253
22.52,269
22.53,259
22.54,256
22.55,234
22.56,222
22.57,241
22.58,266
22.59,279
22.6,241
22.61,237
22.62,228
22.63,252
22.64,242
22.65,243
22.66,229
22.67,229
22.68,237
22.69,235
22.7,250
22.71,241
22.72,244
22.73,223
22.74,255
22.75,249
22.76,247
22.77,206
22.78,231
22.79,232
22.8,236
22.81,224
22.82,259
22.83,234
22.84,232
22.85,231
22.86,255
22.87,230
22.88,224
22.89,255
22.9,255
22.91,243
22.92,240
22.93,249
22.94,236
22.95,219
22.96,221
22.97,241
22.98,234
22.99,216
23,260
23.01,237
23.02,228
23.03,234
23.04,217
23.05,251
23.06,250
23.07,238
23.08,249
23.09,237
23.1,229
23.11,242
23.12,237
23.13,241
23.14,238
23.15,239
23.16,221
23.17,232
23.18,214
23.19,233
23.2,268
23.21,250
23.22,281
23.23,271
23.24,232
23.25,258
23.26,236
23.27,254
23.28,218
23.29,228
23.3,254
23.31,235
23.32,240
23.33,211
23.34,220
23.35,217
23.36,216
23.37,221
23.38,245
23.39,233
23.4,216
23.41,253
23.42,238
23.43,252
23.44,261
23.45,257
23.46,261
23.47,267
23.48,241
23.49,258
23.5,255
23.51,241
23.52,237
23.53,242
23.54,224
23.55,242
23.56,236
23.57,265
23.58,294
23.59,277
23.6,233
23.61,240
23.62,236
23.63,240
23.64,244
23.65,270
23.66,264
23.67,273
23.68,240
23.69,254
23.7,237
23.71,234
23.72,259
23.73,251
23.74,233
23.75,270
23.76,267
23.77,245
23.78,249
23.79,256
23.8,254
23.81,241
23.82,252
23.83,278
23.84,262
23.85,263
23.86,248
23.87,262
23.88,271
23.89,275
23.9,283
23.91,288
23.92,286
23.93,240
23.94,244
23.95,253
23.96,260
23.97,263
23.98,259
23.99,233
24,288
24.01,232
24.02,254
24.03,215
24.04,262
24.05,268
24.06,271
24.07,240
24.08,223
24.09,234
24.1,241
24.11,245
24.12,237
24.13,231
24.14,238
24.15,214
24.16,221
24.17,246
24.18,239
24.19,236
24.2,218
24.21,250
24.22,223
24.23,234
24.24,245
24.25,207
24.26,254
24.27,243
24.28,268
24.29,229
24.3,221
24.31,237
24.32,242
24.33,232
24.34,244
24.35,241
24.36,238
24.37,238
24.38,240
24.39,234
24.4,241
24.41,189
24.42,248
24.43,247
24.44,269
24.45,248
24.46,232
24.47,237
24.48,260
24.49,289
24.5,280
24.51,235
24.52,235
24.53,261
24.54,265
24.55,243
24.56,269
24.57,252
24.58,273
24.59,293
24.6,306
24.61,301
24.62,312
24.63,348
24.64,376
24.65,414
24.66,399
24.67,397
24.68,402
24.69,448
24.7,381
24.71,364
24.72,354
24.73,331
24.74,307
24.75,300
24.76,319
24.77,272
24.78,273
24.79,242
24.8,231
24.81,244
24.82,228
24.83,238
24.84,235
24.85,225
24.86,257
24.87,243
24.88,248
24.89,224
24.9,232
24.91,250
24.92,221
24.93,230
24.94,246
24.95,236
24.96,250
24.97,260
24.98,248
24.99,244
25,215
25.01,221
25.02,243
25.03,227
25.04,246
25.05,247
25.06,230
25.07,255
25.08,258
25.09,254
25.1,258
25.11,280
25.12,255
25.13,276
25.14,246
25.15,278
25.16,237
25.17,277
25.18,273
25.19,277
25.2,266
25.21,281
25.22,290
25.23,270
25.24,304
25.25,270
25.26,274
25.27,289
25.28,324
25.29,305
25.3,283
25.31,274
25.32,291
25.33,279
25.34,276
25.35,268
25.36,271
25.37,280
25.38,281
25.39,247
25.4,252
25.41,267
25.42,254
25.43,245
25.44,277
25.45,259
25.46,261
25.47,244
25.48,271
25.49,271
25.5,264
25.51,275
25.52,270
25.53,262
25.54,258
25.55,276
25.56,255
25.57,275
25.58,257
25.59,256
25.6,282
25.61,260
25.62,269
25.63,273
25.64,293
25.65,246
25.66,242
25.67,243
25.68,273
25.69,294
25.7,272
25.71,255
25.72,267
25.73,288
25.74,278
25.75,313
25.76,316
25.77,271
25.78,271
25.79,279
25.8,281
25.81,293
25.82,282
25.83,257
25.84,251
25.85,238
25.86,248
25.87,253
25.88,239
25.89,278
25.9,245
25.91,268
25.92,288
25.93,303
25.94,323
25.95,342
25.96,311
25.97,319
25.98,344
25.99,343
26,333
26.01,371
26.02,386
26.03,436
26.04,416
26.05,473
26.06,513
26.07,534
26.08,572
26.09,590
26.1,688
26.11,748
26.12,744
26.13,846
26.14,997
26.15,1134
26.16,1253
26.17,1377
26.18,1517
26.19,1684
26.2,1853
26.21,2041
26.22,2058
26.23,1960
26.24,1931
26.25,1643
26.26,1494
26.27,1367
26.28,1347
26.29,1223
26.3,1167
26.31,1024
26.32,840
26.33,763
26.34,662
26.35,647
26.36,638
26.37,662
26.38,694
26.39,678
26.4,663
26.41,593
26.42,577
26.43,505
26.44,495
26.45,501
26.46,471
26.47,423
26.48,414
26.49,354
26.5,330
26.51,338
26.52,307
26.53,324
26.54,287
26.55,289
26.56,280
26.57,275
26.58,289
26.59,286
26.6,296
26.61,269
26.62,270
26.63,260
26.64,232
26.65,260
26.66,248
26.67,248
26.68,261
26.69,267
26.7,266
26.71,264
26.72,240
26.73,230
26.74,246
26.75,258
26.76,284
26.77,266
26.78,252
26.79,261
26.8,258
26.81,240
26.82,240
26.83,247
26.84,255
26.85,253
26.86,260
26.87,255
26.88,264
26.89,269
26.9,227
26.91,252
26.92,246
26.93,244
26.94,241
26.95,282
26.96,270
26.97,268
26.98,274
26.99,271
27,263
27.01,254
27.02,208
27.03,257
27.04,239
27.05,240
27.06,235
27.07,280
27.08,268
27.09,276
27.1,244
27.11,239
27.12,262
27.13,223
27.14,254
27.15,207
27.16,244
27.17,263
27.18,268
27.19,271
27.2,240
27.21,250
27.22,258
27.23,253
27.24,251
27.25,254
27.26,264
27.27,245
27.28,251
27.29,248
27.3,268
27.31,285
27.32,273
27.33,280
27.34,274
27.35,293
27.36,274
27.37,279
27.38,251
27.39,304
27.4,277
27.41,263
27.42,254
27.43,244
27.44,252
27.45,269
27.46,249
27.47,276
27.48,241
27.49,276
27.5,279
27.51,261
27.52,277
27.53,266
27.54,259
27.55,255
27.56,247
27.57,264
27.58,267
27.59,256
27.6,257
27.61,270
27.62,257
27.63,284
27.64,294
27.65,293
27.66,264
27.67,265
27.68,265
27.69,279
27.7,302
27.71,278
27.72,314
27.73,311
27.74,315
27.75,295
27.76,301
27.77,285
27.78,309
27.79,333
27.8,321
27.81,364
27.82,334
27.83,351
27.84,372
27.85,387
27.86,375
27.87,368
27.88,394
27.89,351
27.9,351
27.91,404
27.92,394
27.93,422
27.94,417
27.95,398
27.96,395
27.97,391
27.98,382
27.99,358
28,325
28.01,349
28.02,332
28.03,322
28.04,321
28.05,294
28.06,282
28.07,294
28.08,330
28.09,306
28.1,302
28.11,301
28.12,328
28.13,334
28.14,319
28.15,362
28.16,354
28.17,312
28.18,331
28.19,316
28.2,353
28.21,360
28.22,349
28.23,361
28.24,343
28.25,359
28.26,381
28.27,345
28.28,377
28.29,362
28.3,444
28.31,400
28.32,383
28.33,433
28.34,491
28.35,509
28.36,553
28.37,599
28.38,628
28.39,680
28.4,746
28.41,819
28.42,810
28.43,964
28.44,1097
28.45,1247
28.46,1375
28.47,1509
28.48,1721
28.49,2000
28.5,2353
28.51,2693
28.52,3102
28.53,3809
28.54,4248
28.55,4920
28.56,5059
28.57,4604
28.58,3963
28.59,3230
28.6,2728
28.61,2670
28.62,2753
28.63,2692
28.64,2409
28.65,1993
28.66,1441
28.67,1042
28.68,727
28.69,614
28.7,522
28.71,470
28.72,479
28.73,446
28.74,388
28.75,357
28.76,376
28.77,358
28.78,350
28.79,351
28.8,325
28.81,340
28.82,310
28.83,297
28.84,309
28.85,302
28.86,297
28.87,303
28.88,327
28.89,296
28.9,310
28.91,301
28.92,282
28.93,318
28.94,302
28.95,309
28.96,310
28.97,292
28.98,279
28.99,298
29,295
29.01,323
29.02,280
29.03,309
29.04,307
29.05,332
29.06,249
29.07,290
29.08,329
29.09,288
29.1,294
29.11,289
29.12,300
29.13,296
29.14,305
29.15,323
29.16,331
29.17,354
29.18,335
29.19,361
29.2,354
29.21,380
29.22,336
29.23,325
29.24,329
29.25,333
29.26,319
29.27,320
29.28,333
29.29,348
29.3,321
29.31,300
29.32,320
29.33,365
29.34,325
29.35,396
29.36,331
29.37,389
29.38,355
29.39,363
29.4,390
29.41,330
29.42,363
29.43,373
29.44,381
29.45,377
29.46,387
29.47,389
29.48,404
29.49,394
29.5,405
29.51,417
29.52,433
29.53,454
29.54,457
29.55,465
29.56,476
29.57,517
29.58,518
29.59,541
29.6,580
29.61,585
29.62,642
29.63,669
29.64,738
29.65,795
29.66,810
29.67,907
29.68,941
29.69,968
29.7,1021
29.71,1161
29.72,1085
29.73,1129
29.74,1013
29.75,941
29.76,954
29.77,933
29.78,879
29.79,893
29.8,791
29.81,813
29.82,773
29.83,638
29.84,609
29.85,541
29.86,561
29.87,567
29.88,512
29.89,476
29.9,462
29.91,464
29.92,448
29.93,439
29.94,454
29.95,484
29.96,430
29.97,463
29.98,429
29.99,435
30,434
30.01,461
30.02,442
30.03,460
30.04,455
30.05,460
30.06,460
30.07,469
30.08,472
30.09,508
30.1,542
30.11,544
30.12,598
30.13,582
30.14,602
30.15,656
30.16,680
30.17,739
30.18,753
30.19,814
30.2,825
30.21,856
30.22,936
30.23,984
30.24,1092
30.25,1076
30.26,1203
30.27,1304
30.28,1384
30.29,1506
30.3,1650
30.31,1779
30.32,1919
30.33,2015
30.34,2264
30.35,2409
30.36,2582
30.37,2662
30.38,2770
30.39,2735
30.4,2807
30.41,2772
30.42,2725
30.43,2723
30.44,2830
30.45,2753
30.46,2850
30.47,2826
30.48,2793
30.49,2801
30.5,2745
30.51,2700
30.52,2542
30.53,2443
30.54,2229
30.55,2033
30.56,1883
30.57,1809
30.58,1705
30.59,1683
30.6,1486
30.61,1333
30.62,1234
30.63,1169
30.64,1052
30.65,971
30.66,907
30.67,872
30.68,842
30.69,809
30.7,809
30.71,814
30.72,831
30.73,767
30.74,828
30.75,818
30.76,909
30.77,912
30.78,1005
30.79,1022
30.8,1092
30.81,1181
30.82,1249
30.83,1375
30.84,1513
30.85,1621
30.86,1838
30.87,2013
30.88,2368
30.89,2569
30.9,2928
30.91,3291
30.92,3696
30.93,4111
30.94,4787
30.95,5581
30.96,6501
30.97,7565
30.98,8670
30.99,9701
31,10422
31.01,10746
31.02,10312
31.03,9520
31.04,8750
31.05,8200
31.06,8078
31.07,8007
31.08,7596
31.09,6989
31.1,6066
31.11,4990
31.12,4188
31.13,3529
31.14,3155
31.15,2723
31.16,2219
31.17,1950
31.18,1662
31.19,1360
31.2,1151
31.21,1061
31.22,919
31.23,819
31.24,739
31.25,656
31.26,669
31.27,660
31.28,606
31.29,526
31.3,597
31.31,521
31.32,500
31.33,442
31.34,464
31.35,479
31.36,461
31.37,471
31.38,445
31.39,449
31.4,441
31.41,436
31.42,440
31.43,403
31.44,386
31.45,384
31.46,418
31.47,422
31.48,429
31.49,398
31.5,405
31.51,397
31.52,400
31.53,382
31.54,386
31.55,351
31.56,372
31.57,414
31.58,379
31.59,381
31.6,379
31.61,372
31.62,398
31.63,357
31.64,377
31.65,384
31.66,359
31.67,355
31.68,378
31.69,353
31.7,377
31.71,348
31.72,364
31.73,374
31.74,381
31.75,370
31.76,361
31.77,351
31.78,345
31.79,353
31.8,355
31.81,356
31.82,311
31.83,348
31.84,319
31.85,335
31.86,368
31.87,339
31.88,370
31.89,368
31.9,343
31.91,385
31.92,342
31.93,357
31.94,376
31.95,374
31.96,359
31.97,383
31.98,387
31.99,393
32,423
32.01,403
32.02,388
32.03,413
32.04,413
32.05,446
32.06,495
32.07,512
32.08,465
32.09,513
32.1,528
32.11,576
32.12,591
32.13,596
32.14,643
32.15,647
32.16,762
32.17,816
32.18,837
32.19,925
32.2,987
32.21,1087
32.22,1179
32.23,1231
32.24,1401
32.25,1469
32.26,1633
32.27,1764
32.28,1794
32.29,1998
32.3,2186
32.31,2417
32.32,2660
32.33,2882
32.34,3452
32.35,3855
32.36,4382
32.37,5051
32.38,5551
32.39,5772
32.4,5794
32.41,5497
32.42,4938
32.43,4170
32.44,3699
32.45,3469
32.46,3317
32.47,3416
32.48,3232
32.49,2855
32.5,2475
32.51,2007
32.52,1565
32.53,1300
32.54,1029
32.55,903
32.56,803
32.57,700
32.58,667
32.59,588
32.6,568
32.61,534
32.62,500
32.63,493
32.64,487
32.65,434
32.66,461
32.67,411
32.68,413
32.69,431
32.7,435
32.71,422
32.72,399
32.73,376
32.74,347
32.75,391
32.76,374
32.77,337
32.78,328
32.79,337
32.8,358
32.81,347
32.82,307
32.83,324
32.84,309
32.85,311
32.86,327
32.87,315
32.88,284
32.89,304
32.9,322
32.91,325
32.92,301
32.93,316
32.94,292
32.95,276
